,node_1,node_2,link
4446,2391,507,1
598,558,423,1
3134,1684,1182,1
2240,1358,591,1
4733,2499,2322,1
1608,1086,1076,1
3506,1891,1149,1
2345,1414,788,1
2271,1375,157,1
502,520,142,1
1020,717,523,1
2140,1328,783,1
2693,1531,66,1
4533,2423,1161,1
3135,1684,1569,1
1832,1210,539,1
3415,1819,1781,1
991,701,638,1
1097,747,26,1
4095,2227,667,1
2231,1354,1123,1
3582,1934,1816,1
2269,1373,1366,1
2202,1345,1046,1
169,295,82,1
1898,1240,912,1
2274,1376,565,1
2275,1376,738,1
907,665,294,1
1124,747,310,1
3090,1667,740,1
2282,1378,559,1
2928,1606,28,1
920,672,109,1
3871,2128,2030,1
1307,870,523,1
1287,846,781,1
564,552,85,1
2566,1498,1483,1
3231,1713,138,1
1895,1240,772,1
191,324,185,1
968,691,552,1
2590,1505,865,1
1795,1192,321,1
38,153,63,1
2106,1316,295,1
2462,1461,304,1
1399,945,788,1
1618,1094,355,1
1451,981,965,1
3473,1867,1718,1
1956,1258,570,1
3375,1795,1794,1
57,174,163,1
1922,1245,576,1
2711,1534,1148,1
2880,1591,36,1
2725,1539,136,1
2032,1287,499,1
784,616,613,1
1560,1057,631,1
41,155,84,1
551,548,82,1
2784,1558,1136,1
2592,1506,1108,1
614,563,219,1
1719,1147,161,1
1783,1184,860,1
3372,1795,1775,1
1899,1240,950,1
1787,1187,426,1
287,406,230,1
696,576,570,1
651,565,564,1
2802,1564,899,1
1686,1129,814,1
1568,1061,1010,1
953,686,381,1
975,694,76,1
4548,2426,1919,1
74,191,163,1
817,635,177,1
1625,1101,843,1
2755,1549,339,1
759,608,133,1
1786,1186,591,1
1904,1240,1141,1
3793,2080,1290,1
1330,885,831,1
4149,2259,2175,1
1707,1139,793,1
1286,846,757,1
1751,1172,623,1
3435,1836,1832,1
4418,2376,359,1
2516,1481,965,1
2245,1362,1184,1
1574,1065,1063,1
3402,1814,570,1
929,675,344,1
2810,1568,430,1
1426,967,109,1
1000,708,14,1
3492,1885,1884,1
2648,1521,70,1
644,565,477,1
97,228,52,1
3885,2140,623,1
1791,1190,1129,1
1298,863,808,1
1940,1253,163,1
4075,2220,1958,1
3317,1741,492,1
171,295,210,1
1059,738,210,1
400,467,276,1
8,66,34,1
1336,892,138,1
2620,1513,1328,1
972,692,438,1
1292,856,793,1
583,552,466,1
209,341,340,1
187,322,160,1
561,552,16,1
609,562,370,1
2198,1344,1046,1
1577,1067,570,1
1798,1194,594,1
2867,1584,1328,1
1534,1037,427,1
4365,2354,453,1
1993,1273,686,1
4688,2484,1644,1
2373,1428,1312,1
2923,1603,1117,1
4066,2219,1977,1
2443,1457,826,1
3860,2122,75,1
3004,1636,983,1
3229,1713,41,1
398,466,465,1
552,549,287,1
2618,1513,785,1
2171,1335,1024,1
1165,747,737,1
3385,1801,1067,1
2452,1459,566,1
1957,1258,576,1
1648,1114,602,1
2043,1288,1128,1
102,234,15,1
1931,1250,399,1
4595,2443,1339,1
1062,738,565,1
3482,1875,407,1
70,189,42,1
3367,1791,1559,1
1765,1178,163,1
3850,2112,365,1
2585,1504,1276,1
1703,1138,806,1
132,258,14,1
4203,2290,378,1
1388,935,163,1
625,565,92,1
3898,2149,1955,1
1413,963,344,1
1645,1112,1073,1
1917,1244,314,1
755,605,576,1
1041,730,350,1
25,127,122,1
1453,982,247,1
1999,1275,378,1
3534,1907,1800,1
340,430,381,1
531,536,206,1
1826,1206,789,1
4729,2499,1787,1
875,649,166,1
44,159,136,1
1841,1213,738,1
955,686,634,1
1345,904,115,1
3230,1713,115,1
255,379,176,1
3220,1710,576,1
1600,1080,809,1
397,466,294,1
708,583,50,1
1900,1240,987,1
1505,1016,943,1
3332,1762,571,1
414,477,427,1
168,294,277,1
3341,1770,1764,1
3447,1847,1846,1
1529,1032,848,1
1206,764,636,1
1362,911,585,1
1489,1007,344,1
3536,1908,1582,1
176,304,108,1
2805,1566,453,1
4738,2499,2498,1
1404,954,450,1
4508,2416,2375,1
3616,1964,1595,1
202,332,185,1
3865,2124,74,1
2125,1323,1062,1
4226,2298,163,1
1651,1116,611,1
3361,1787,359,1
4207,2291,344,1
3628,1971,1696,1
4151,2261,1719,1
3192,1700,745,1
1255,807,294,1
3943,2167,2088,1
1329,885,177,1
3947,2169,1290,1
419,478,218,1
3604,1954,321,1
4786,2514,485,1
4302,2330,1631,1
471,501,496,1
2593,1506,1276,1
2728,1539,638,1
294,415,188,1
3497,1888,507,1
1326,882,565,1
3723,2037,288,1
378,455,374,1
2014,1282,1281,1
4591,2442,523,1
2463,1461,954,1
1830,1207,900,1
1365,914,272,1
2006,1278,583,1
857,640,635,1
1325,882,523,1
451,490,213,1
719,588,186,1
1428,967,322,1
1145,747,572,1
1381,932,251,1
3572,1931,1921,1
2339,1411,881,1
3725,2038,985,1
2885,1592,1161,1
1115,747,203,1
1978,1268,976,1
1063,738,575,1
1816,1203,1195,1
4146,2259,163,1
4413,2373,1366,1
1465,991,858,1
3290,1732,853,1
1417,965,902,1
1924,1246,570,1
2914,1601,224,1
3575,1932,745,1
3083,1664,740,1
147,280,10,1
1267,821,607,1
3514,1895,638,1
1850,1216,1035,1
1410,961,523,1
431,480,257,1
1405,955,109,1
2053,1290,1197,1
894,659,163,1
1159,747,696,1
2383,1432,964,1
1385,934,380,1
1688,1129,1080,1
3674,2004,672,1
161,294,103,1
258,382,29,1
3537,1908,1647,1
2786,1559,740,1
3893,2146,1003,1
2873,1588,1114,1
2299,1388,848,1
31,136,92,1
942,683,632,1
1591,1072,839,1
3598,1945,342,1
1251,800,163,1
2325,1404,163,1
14,84,12,1
4070,2220,129,1
4247,2306,427,1
2862,1582,632,1
1804,1198,517,1
1016,716,157,1
811,633,611,1
2985,1626,1584,1
2329,1405,427,1
150,284,64,1
1194,759,95,1
394,465,118,1
2854,1578,1182,1
2288,1380,163,1
1757,1174,893,1
4510,2418,2141,1
21,116,88,1
1341,898,107,1
256,380,163,1
2706,1533,900,1
3427,1827,574,1
1626,1102,136,1
2772,1554,951,1
3203,1704,687,1
1242,787,74,1
647,565,502,1
2154,1329,1071,1
767,611,386,1
229,351,350,1
1748,1169,524,1
344,432,302,1
1344,900,228,1
4221,2295,881,1
3688,2017,1479,1
4367,2354,556,1
1544,1044,814,1
2583,1503,1308,1
694,576,354,1
177,304,250,1
517,524,430,1
1308,871,74,1
2744,1545,1086,1
594,555,400,1
2661,1524,576,1
2790,1560,791,1
2769,1553,901,1
2124,1322,1027,1
2035,1287,905,1
698,577,312,1
1649,1115,820,1
477,507,109,1
739,597,204,1
4121,2239,1366,1
2749,1547,227,1
3980,2179,2150,1
2321,1401,565,1
1135,747,397,1
4411,2372,1126,1
1409,961,163,1
1706,1139,780,1
3829,2098,453,1
867,644,552,1
3884,2139,995,1
163,294,153,1
3790,2078,1459,1
1458,985,159,1
520,526,427,1
2357,1420,1138,1
1088,745,458,1
3409,1815,489,1
795,624,112,1
1814,1203,881,1
353,435,258,1
498,519,193,1
104,237,163,1
3521,1897,1003,1
4719,2496,2107,1
152,285,231,1
3026,1643,773,1
3857,2118,565,1
2814,1569,430,1
1929,1249,793,1
4454,2396,163,1
4027,2200,163,1
1633,1105,798,1
957,686,683,1
1803,1198,418,1
3133,1684,314,1
321,427,304,1
3167,1692,70,1
4901,2563,163,1
1878,1233,922,1
3776,2072,667,1
1302,866,18,1
2678,1527,827,1
1815,1203,1119,1
3712,2029,1952,1
4415,2374,1366,1
753,604,74,1
2619,1513,862,1
5042,2614,2484,1
457,492,490,1
404,469,78,1
3226,1712,569,1
4219,2295,163,1
2249,1363,1343,1
1542,1044,809,1
4008,2193,129,1
1994,1273,826,1
2534,1488,206,1
1294,858,566,1
1061,738,564,1
3040,1645,204,1
399,467,270,1
3626,1971,163,1
1842,1214,523,1
389,463,333,1
2279,1378,82,1
2365,1422,1237,1
3496,1888,109,1
19,108,107,1
1277,839,59,1
195,326,324,1
2382,1432,910,1
312,426,318,1
3358,1784,380,1
902,662,181,1
1282,843,575,1
4000,2189,2188,1
310,426,29,1
1195,759,99,1
4076,2220,2139,1
159,294,83,1
2199,1344,1047,1
388,463,3,1
848,640,20,1
3379,1797,1409,1
3292,1732,1644,1
704,581,50,1
160,294,85,1
131,258,8,1
666,566,565,1
273,394,125,1
956,686,635,1
4134,2251,145,1
3709,2028,1003,1
1981,1269,453,1
396,466,16,1
3328,1756,745,1
1820,1204,1153,1
3466,1862,1595,1
2013,1282,1272,1
2834,1573,163,1
3955,2173,163,1
945,684,525,1
1199,760,686,1
225,348,344,1
2022,1284,430,1
729,591,488,1
1340,897,157,1
629,565,173,1
2291,1381,570,1
3277,1728,163,1
3235,1713,892,1
835,638,227,1
3,25,20,1
4206,2290,2213,1
2557,1497,1163,1
581,552,451,1
1847,1215,824,1
7,41,23,1
1704,1138,1121,1
1305,867,667,1
690,576,59,1
278,396,378,1
1478,1003,786,1
685,574,549,1
293,415,163,1
1278,839,354,1
3726,2039,163,1
1594,1075,157,1
1141,747,527,1
3570,1931,523,1
3614,1963,378,1
2846,1576,426,1
3279,1728,1110,1
1190,758,100,1
1881,1234,790,1
3645,1982,1716,1
3186,1698,430,1
2128,1323,1150,1
2250,1364,1003,1
4137,2253,2213,1
331,430,52,1
859,641,484,1
4030,2202,163,1
3662,1994,1800,1
4252,2308,240,1
2573,1500,1484,1
3356,1784,55,1
380,457,166,1
2029,1285,1176,1
2567,1499,611,1
1843,1214,583,1
1788,1188,1123,1
906,664,350,1
2150,1328,1155,1
790,621,565,1
523,530,163,1
2203,1345,1047,1
762,610,427,1
4788,2514,1908,1
1914,1241,1240,1
3933,2165,129,1
807,633,197,1
3259,1722,1619,1
2071,1299,1216,1
2709,1534,289,1
276,395,189,1
3006,1637,157,1
1605,1082,1081,1
126,254,15,1
2876,1590,163,1
82,202,72,1
1960,1259,521,1
4043,2206,1984,1
33,138,137,1
1691,1131,910,1
4002,2190,2149,1
165,294,186,1
673,569,456,1
1108,747,127,1
3027,1643,868,1
2078,1303,1274,1
101,232,14,1
1712,1140,965,1
3564,1926,748,1
3525,1901,1800,1
3324,1747,1527,1
2815,1569,877,1
602,559,552,1
2343,1413,136,1
4718,2496,613,1
4396,2364,862,1
980,696,579,1
3138,1685,163,1
3818,2091,585,1
4722,2498,2147,1
3039,1644,1601,1
2588,1504,1503,1
439,486,64,1
1009,712,219,1
3179,1697,929,1
2331,1407,862,1
1430,967,847,1
1439,975,74,1
1262,814,812,1
1834,1211,1058,1
3556,1919,1007,1
2819,1569,1073,1
869,645,51,1
442,486,285,1
3839,2106,735,1
1695,1136,727,1
93,219,163,1
39,154,74,1
589,554,167,1
658,566,321,1
958,687,110,1
71,189,163,1
825,635,442,1
363,439,388,1
951,686,225,1
3785,2077,163,1
1745,1165,430,1
809,633,565,1
10,74,19,1
1753,1172,1141,1
1093,745,687,1
1461,987,74,1
408,471,103,1
2238,1356,667,1
63,188,42,1
3731,2040,1006,1
124,252,74,1
422,478,303,1
1496,1012,565,1
289,410,2,1
254,378,335,1
1578,1067,576,1
3749,2054,591,1
4285,2323,1268,1
1082,745,110,1
1517,1025,569,1
2717,1535,1348,1
2555,1497,901,1
3309,1738,219,1
3446,1845,1844,1
3904,2152,1277,1
418,478,215,1
655,566,186,1
282,400,258,1
832,637,515,1
2141,1328,785,1
3782,2076,772,1
1976,1267,344,1
670,567,502,1
3429,1831,163,1
3784,2076,1527,1
776,613,268,1
2064,1296,456,1
3657,1992,1713,1
2675,1527,211,1
1974,1265,921,1
1491,1009,934,1
3516,1896,496,1
76,193,10,1
878,650,472,1
109,242,14,1
870,645,211,1
2946,1611,1153,1
2829,1571,343,1
4064,2218,2021,1
335,430,177,1
2482,1467,163,1
2964,1619,99,1
436,483,294,1
3064,1656,527,1
2152,1329,1020,1
2950,1613,99,1
1920,1244,1061,1
3250,1718,201,1
1205,763,747,1
1656,1117,910,1
3845,2108,1172,1
1025,719,609,1
128,257,36,1
4567,2430,294,1
2589,1505,251,1
58,180,143,1
2584,1504,1108,1
146,276,270,1
242,365,364,1
2037,1287,976,1
68,188,144,1
2629,1516,1136,1
688,575,565,1
84,208,88,1
3098,1672,294,1
2813,1569,208,1
3438,1838,719,1
3838,2104,403,1
3397,1812,862,1
1971,1263,1234,1
211,342,276,1
158,294,21,1
1279,839,576,1
1085,745,205,1
153,286,178,1
96,227,142,1
2217,1353,294,1
3740,2046,268,1
1021,718,271,1
684,574,242,1
1423,966,965,1
4077,2221,566,1
1382,932,865,1
3922,2158,1498,1
189,323,228,1
299,418,135,1
1829,1207,430,1
556,549,507,1
3160,1689,219,1
1234,778,25,1
1864,1224,163,1
3357,1784,163,1
2806,1566,1124,1
114,249,86,1
3232,1713,416,1
1096,747,18,1
979,696,427,1
4528,2422,2376,1
2501,1473,1249,1
3523,1898,1268,1
119,250,108,1
539,539,454,1
90,215,66,1
735,595,121,1
2945,1611,163,1
3345,1775,163,1
3419,1824,102,1
1683,1128,76,1
1304,867,74,1
1823,1205,1016,1
4129,2248,163,1
4036,2204,163,1
3948,2170,1325,1
2746,1546,565,1
1032,725,41,1
3659,1993,342,1
1390,938,560,1
474,503,501,1
285,403,402,1
3779,2074,1647,1
3125,1679,1569,1
319,427,230,1
1827,1207,163,1
2877,1590,910,1
1044,731,330,1
136,265,100,1
543,541,539,1
880,651,430,1
300,419,248,1
3693,2019,157,1
2200,1344,1121,1
5229,2688,1839,1
111,244,136,1
3383,1800,342,1
46,161,95,1
3795,2082,1775,1
3706,2027,565,1
4031,2202,1303,1
558,551,482,1
2033,1287,787,1
2627,1515,1447,1
947,686,44,1
3430,1832,55,1
3792,2079,1428,1
0,8,0,1
2853,1578,1061,1
566,552,167,1
1523,1027,638,1
1530,1032,967,1
1604,1082,521,1
98,228,119,1
2051,1290,1025,1
3680,2012,102,1
2015,1283,142,1
2836,1573,764,1
2369,1425,525,1
3163,1690,1178,1
591,554,306,1
648,565,523,1
501,519,510,1
470,501,174,1
3479,1872,1257,1
2303,1389,1050,1
4379,2360,672,1
901,661,76,1
1698,1136,1018,1
78,193,192,1
1214,769,163,1
4721,2498,359,1
1724,1149,912,1
271,393,14,1
455,492,45,1
2691,1530,1218,1
3649,1986,569,1
4412,2373,916,1
3751,2054,2053,1
3925,2160,1747,1
12,80,15,1
2986,1627,344,1
2719,1536,207,1
938,680,608,1
307,422,163,1
2276,1377,288,1
475,505,74,1
2209,1347,1240,1
1310,872,570,1
3280,1728,1249,1
3436,1837,382,1
1676,1126,580,1
2997,1632,471,1
983,698,427,1
56,173,162,1
1247,793,262,1
678,570,212,1
3608,1959,120,1
1877,1232,1231,1
1579,1067,834,1
1440,975,76,1
454,491,468,1
871,645,312,1
434,482,251,1
1363,913,827,1
1858,1220,74,1
1445,979,68,1
585,552,473,1
1919,1244,348,1
3798,2083,299,1
2162,1333,1136,1
1717,1144,592,1
3386,1802,1777,1
2173,1335,1223,1
3735,2042,378,1
1708,1139,1018,1
2441,1457,163,1
1710,1140,910,1
4133,2250,2175,1
95,225,88,1
1609,1086,1078,1
1116,747,204,1
2757,1550,157,1
3807,2088,776,1
3411,1816,559,1
154,288,66,1
1571,1064,623,1
1321,881,74,1
1314,874,839,1
1142,747,542,1
2135,1326,419,1
1664,1122,578,1
630,565,239,1
4737,2499,2422,1
3159,1689,163,1
3032,1644,462,1
1901,1240,998,1
1274,835,688,1
1161,747,700,1
4554,2427,2391,1
2406,1442,344,1
3714,2030,744,1
3684,2014,1828,1
3613,1963,286,1
846,639,250,1
196,327,324,1
51,163,141,1
4391,2363,129,1
944,684,161,1
106,238,193,1
1655,1117,562,1
3730,2040,672,1
2697,1532,327,1
1589,1070,1016,1
1821,1205,163,1
257,380,188,1
639,565,385,1
2402,1440,82,1
623,565,82,1
4045,2206,2175,1
2770,1553,1552,1
1905,1240,1147,1
2113,1320,359,1
3984,2181,1795,1
3362,1790,22,1
2149,1328,1111,1
1667,1122,799,1
1959,1259,136,1
3620,1965,712,1
2396,1437,1393,1
1643,1112,719,1
2151,1328,1173,1
1348,904,889,1
1010,712,415,1
284,402,219,1
970,692,296,1
5076,2628,738,1
1590,1072,354,1
3713,2030,743,1
1659,1119,881,1
1480,1004,672,1
3491,1885,745,1
1477,1003,672,1
1603,1081,521,1
2070,1299,714,1
3554,1918,1290,1
1264,818,817,1
164,294,173,1
4690,2485,565,1
1209,766,157,1
948,686,116,1
4305,2331,571,1
316,427,201,1
91,216,196,1
489,514,453,1
3665,1995,1994,1
4185,2280,145,1
492,517,164,1
1871,1231,956,1
3583,1935,611,1
2861,1581,1515,1
763,611,28,1
3418,1822,1656,1
1776,1182,1073,1
2686,1529,565,1
1252,801,313,1
2161,1333,793,1
49,163,55,1
3630,1973,247,1
3471,1864,1854,1
3681,2012,378,1
1376,928,256,1
2197,1343,1004,1
1546,1046,612,1
2835,1573,636,1
885,653,552,1
965,688,566,1
510,523,188,1
2109,1318,142,1
2334,1409,129,1
1149,747,600,1
796,624,163,1
133,259,228,1
515,523,478,1
2286,1378,970,1
4681,2482,1854,1
105,238,46,1
3368,1792,163,1
1014,714,163,1
2292,1381,576,1
17,88,44,1
339,430,256,1
1481,1004,786,1
1636,1106,1065,1
1992,1273,569,1
4188,2282,1686,1
4186,2280,163,1
3968,2175,1745,1
2193,1342,808,1
3935,2165,745,1
2412,1445,344,1
1211,766,518,1
3581,1934,558,1
1275,836,375,1
620,565,34,1
2599,1507,1503,1
407,471,2,1
646,565,492,1
1851,1218,145,1
1419,966,163,1
4205,2290,1275,1
2596,1506,1504,1
2606,1510,790,1
3355,1783,48,1
433,482,13,1
4334,2341,788,1
1799,1194,1122,1
2307,1393,905,1
695,576,355,1
1680,1127,728,1
3920,2157,66,1
1353,908,809,1
2587,1504,1415,1
3469,1863,1644,1
1411,962,745,1
1512,1019,927,1
3909,2153,1977,1
1398,945,327,1
2400,1439,53,1
174,301,46,1
741,597,434,1
2034,1287,810,1
923,672,535,1
1662,1121,806,1
1276,836,426,1
606,561,427,1
705,581,222,1
1573,1065,163,1
1543,1044,812,1
643,565,466,1
819,635,256,1
3729,2040,574,1
2364,1422,1223,1
1416,965,177,1
2939,1608,1220,1
1584,1069,163,1
4202,2290,344,1
135,263,74,1
985,699,294,1
4078,2221,1459,1
3084,1664,804,1
1499,1014,676,1
2671,1526,576,1
1163,747,719,1
139,267,20,1
853,640,459,1
4009,2193,538,1
3937,2166,260,1
4619,2453,427,1
821,635,375,1
450,490,45,1
320,427,250,1
62,184,158,1
1392,940,163,1
1256,808,359,1
1057,736,14,1
1669,1123,539,1
1553,1053,931,1
4,31,14,1
2237,1355,1148,1
1494,1011,1010,1
1179,753,405,1
892,658,427,1
2469,1463,1053,1
3565,1927,1846,1
1582,1068,726,1
730,591,549,1
66,188,139,1
1217,770,730,1
3116,1676,523,1
2690,1530,163,1
1166,747,741,1
1539,1042,1028,1
1602,1080,814,1
2864,1582,1545,1
1368,917,784,1
496,519,190,1
27,128,103,1
896,659,624,1
48,163,42,1
4272,2316,2030,1
657,566,294,1
1306,869,76,1
2726,1539,378,1
2833,1572,1139,1
675,569,550,1
2455,1459,749,1
4618,2452,1315,1
296,416,137,1
1071,741,687,1
1952,1256,1019,1
175,301,238,1
2409,1442,1135,1
810,633,566,1
4416,2374,2373,1
1848,1215,825,1
722,589,282,1
2561,1498,582,1
2679,1527,909,1
3348,1776,136,1
148,280,192,1
4841,2541,638,1
3185,1698,66,1
1379,930,805,1
4803,2524,1527,1
221,346,143,1
1569,1062,930,1
1394,942,163,1
918,671,565,1
779,615,555,1
208,339,270,1
362,439,192,1
4123,2242,1910,1
1475,1000,931,1
4230,2300,479,1
4417,2375,1910,1
1486,1006,574,1
3579,1934,76,1
1701,1136,1063,1
24,127,18,1
4865,2549,519,1
689,576,43,1
855,640,574,1
3958,2174,636,1
4025,2199,1784,1
2092,1310,1306,1
1355,910,163,1
3837,2103,415,1
1086,745,355,1
274,394,133,1
3360,1784,1184,1
2635,1520,570,1
4736,2499,2385,1
3718,2034,558,1
3373,1795,1788,1
2424,1451,1281,1
1457,983,928,1
584,552,472,1
1349,904,892,1
4838,2540,160,1
826,635,474,1
4130,2249,2175,1
1668,1123,75,1
1592,1073,314,1
1958,1259,92,1
3974,2178,1788,1
2130,1324,260,1
4566,2429,2317,1
1782,1184,844,1
4410,2371,1126,1
2247,1363,672,1
182,310,74,1
2454,1459,671,1
1351,906,74,1
4545,2426,638,1
1257,808,731,1
2898,1595,1301,1
2826,1570,1164,1
3569,1928,1923,1
115,250,31,1
4269,2316,163,1
304,420,192,1
121,251,6,1
1997,1274,427,1
1995,1274,163,1
2333,1408,1249,1
752,603,540,1
812,634,256,1
2436,1455,1069,1
3404,1814,834,1
3568,1928,667,1
500,519,420,1
1588,1070,793,1
3679,2011,1835,1
2405,1441,941,1
3336,1763,745,1
4308,2333,318,1
562,552,57,1
3775,2072,36,1
1825,1206,163,1
3325,1748,456,1
1260,813,163,1
4549,2426,2126,1
808,633,294,1
3964,2175,1257,1
4110,2231,136,1
2612,1512,1112,1
314,427,18,1
2304,1389,1079,1
1987,1270,430,1
3567,1928,74,1
3065,1656,731,1
2645,1520,1245,1
827,635,632,1
3949,2171,344,1
4282,2322,359,1
3035,1644,986,1
607,562,60,1
2730,1540,565,1
2514,1481,910,1
167,294,252,1
2138,1327,638,1
3132,1683,1559,1
1875,1232,995,1
4676,2480,523,1
856,640,591,1
2623,1515,163,1
216,345,74,1
1581,1068,359,1
783,616,438,1
3559,1921,1408,1
2936,1608,431,1
231,354,330,1
3830,2099,453,1
351,435,8,1
1039,729,342,1
497,519,192,1
142,268,258,1
236,359,330,1
1170,749,483,1
3746,2053,109,1
1988,1270,627,1
2513,1480,924,1
2435,1455,793,1
2458,1459,1137,1
4540,2425,62,1
1587,1070,163,1
2361,1422,550,1
4058,2215,344,1
2564,1498,1163,1
1221,771,745,1
2220,1354,313,1
3705,2027,465,1
828,635,634,1
1,14,0,1
3495,1886,1885,1
917,671,562,1
2314,1397,1287,1
1769,1178,1034,1
4375,2359,66,1
2114,1320,808,1
2759,1550,1158,1
1566,1061,426,1
4499,2413,2239,1
2297,1386,672,1
3161,1689,538,1
866,644,210,1
895,659,397,1
1718,1146,820,1
383,459,267,1
839,638,348,1
1982,1269,569,1
2047,1290,423,1
940,682,88,1
1755,1174,303,1
2582,1503,1276,1
1370,919,809,1
1789,1189,638,1
1923,1245,1243,1
1951,1256,881,1
3634,1975,565,1
2077,1303,343,1
3289,1732,611,1
2133,1326,105,1
2363,1422,828,1
1859,1221,910,1
4579,2435,2236,1
4699,2487,136,1
2327,1404,755,1
1464,991,318,1
1084,745,127,1
2239,1358,453,1
2683,1528,151,1
2489,1469,1004,1
1627,1102,985,1
1474,1000,569,1
681,572,112,1
2398,1438,565,1
4458,2397,2203,1
2560,1498,289,1
2916,1601,1428,1
112,245,172,1
1424,967,56,1
714,585,378,1
1241,781,163,1
2055,1290,1238,1
2823,1570,634,1
1449,981,902,1
244,371,88,1
481,510,192,1
1250,798,792,1
493,518,76,1
4433,2381,687,1
1434,970,567,1
2056,1292,960,1
1356,910,523,1
2196,1343,1003,1
2842,1575,163,1
3476,1870,1713,1
1094,746,14,1
2547,1493,611,1
4111,2232,163,1
627,565,118,1
1064,738,621,1
2787,1559,929,1
234,358,95,1
3544,1910,1668,1
3376,1796,833,1
3720,2034,2015,1
2628,1516,833,1
462,495,342,1
3846,2108,1898,1
516,523,508,1
2438,1456,308,1
478,508,317,1
2123,1322,1020,1
1596,1079,611,1
2076,1303,163,1
3249,1718,157,1
1586,1069,793,1
1873,1231,1178,1
80,197,3,1
3343,1771,1696,1
1624,1099,163,1
613,563,163,1
464,497,478,1
3632,1974,667,1
1033,725,48,1
3696,2021,157,1
1080,745,72,1
1493,1011,1008,1
1258,809,297,1
409,471,295,1
3861,2122,1854,1
1420,966,902,1
1744,1159,163,1
565,552,92,1
1118,747,207,1
3800,2085,1093,1
1397,945,62,1
3114,1676,74,1
235,359,203,1
183,314,156,1
2206,1346,1281,1
4094,2226,2220,1
922,672,456,1
2081,1305,1016,1
1556,1056,476,1
1425,967,57,1
2216,1352,611,1
3029,1644,318,1
3673,2003,1999,1
47,163,22,1
1060,738,552,1
4487,2409,1644,1
2046,1290,378,1
1908,1241,772,1
3467,1862,1644,1
1869,1230,1178,1
3303,1736,1178,1
292,410,305,1
3342,1770,1765,1
3913,2153,2008,1
772,611,608,1
4062,2215,2057,1
1777,1183,562,1
3602,1952,503,1
3352,1782,295,1
837,638,294,1
2131,1325,219,1
1731,1153,1065,1
2851,1578,877,1
712,584,427,1
219,345,261,1
2658,1523,1060,1
1374,923,922,1
3323,1747,1326,1
4497,2413,1366,1
1500,1015,852,1
590,554,294,1
1006,710,569,1
3773,2069,260,1
29,129,22,1
570,552,239,1
1628,1103,74,1
3821,2092,453,1
1350,905,558,1
1665,1122,594,1
4059,2215,551,1
2107,1316,565,1
3959,2174,764,1
1043,731,121,1
2408,1442,675,1
151,285,30,1
3453,1855,1854,1
2052,1290,1191,1
